id,year,districtno,districtname,female,reth
5911,2013,234,Radnor,1,2
4445,2013,987,Kentwood,1,1
4737,2013,987,Kentwood,1,2
5322,2013,234,Radnor,1,1
2677,2013,987,Kentwood,1,1
6903,2013,122,Westlake,1,1
3809,2013,234,Radnor,0,1
2924,2013,234,Radnor,1,1
7013,2013,234,Radnor,1,1
4277,2013,987,Kentwood,1,1
5167,2013,234,Radnor,1,1
1254,2013,234,Radnor,1,1
5699,2013,234,Radnor,0,2
3675,2013,234,Radnor,0,1
6936,2013,234,Radnor,1,1
5881,2013,987,Kentwood,1,1
4107,2013,234,Radnor,1,3
4097,2013,234,Radnor,1,1
4111,2013,234,Radnor,1,1
5584,2013,234,Radnor,1,1
6910,2013,234,Radnor,1,1
2368,2013,234,Radnor,1,4
5536,2013,234,Radnor,1,1
4413,2013,234,Radnor,1,1
5253,2013,234,Radnor,0,1
898,2013,234,Radnor,0,1
4686,2013,234,Radnor,1,2
7458,2013,234,Radnor,0,1
4927,2013,234,Radnor,1,1
6300,2013,234,Radnor,1,3
4311,2013,234,Radnor,1,1
531,2013,234,Radnor,1,1
5130,2013,234,Radnor,1,2
3147,2013,234,Radnor,1,1
2297,2013,234,Radnor,1,2
1803,2013,234,Radnor,1,1
750,2013,234,Radnor,1,1
6099,2013,234,Radnor,1,1
2915,2013,234,Radnor,1,3
987,2013,234,Radnor,0,1
5350,2013,234,Radnor,1,1
4269,2013,234,Radnor,1,1
3880,2013,234,Radnor,1,1
6274,2013,234,Radnor,1,1
3932,2013,234,Radnor,1,1
2260,2013,234,Radnor,0,1
5874,2013,234,Radnor,0,1
3266,2013,987,Kentwood,0,1
4285,2013,987,Kentwood,1,1
1346,2013,234,Radnor,1,1
2517,2013,234,Radnor,1,1
4882,2013,234,Radnor,1,1
4884,2013,234,Radnor,1,1
6402,2013,234,Radnor,1,1
6704,2013,234,Radnor,1,1
5596,2013,234,Radnor,1,1
2361,2013,234,Radnor,0,1
782,2013,987,Kentwood,1,1
6265,2013,234,Radnor,1,1
2714,2013,234,Radnor,1,1
6506,2013,234,Radnor,1,1
4991,2013,234,Radnor,1,1
1391,2013,987,Kentwood,1,1
2223,2013,234,Radnor,1,1
5796,2013,234,Radnor,1,1
4726,2013,234,Radnor,1,1
1250,2013,234,Radnor,1,1
1250,2013,234,Radnor,1,1
2473,2013,234,Radnor,1,1
1941,2013,234,Radnor,1,2
210,2013,234,Radnor,0,1
4666,2013,987,Kentwood,0,1
3727,2013,234,Radnor,1,1
95,2013,234,Radnor,1,2
3858,2013,234,Radnor,0,1
2754,2013,987,Kentwood,0,1
5747,2013,234,Radnor,1,2
4336,2013,234,Radnor,1,1
4336,2013,234,Radnor,1,1
2031,2013,234,Radnor,1,1
1606,2013,987,Kentwood,1,1
983,2013,234,Radnor,1,4
3326,2013,234,Radnor,1,1
7353,2013,234,Radnor,1,1
5260,2013,234,Radnor,1,3
4502,2013,234,Radnor,1,1
5535,2013,234,Radnor,1,1
2354,2013,234,Radnor,0,1
7196,2013,234,Radnor,1,1
4385,2013,234,Radnor,1,1
5273,2013,987,Kentwood,1,1
1988,2013,234,Radnor,1,1
5503,2013,987,Kentwood,1,1
1627,2013,234,Radnor,1,1
4434,2013,234,Radnor,0,1
1983,2013,234,Radnor,1,1
5026,2013,234,Radnor,1,1
2044,2013,234,Radnor,1,1
1628,2013,234,Radnor,0,1
296,2013,987,Kentwood,1,
893,2013,234,Radnor,0,1
2822,2013,234,Radnor,0,1
4967,2013,122,Westlake,1,1
1495,2013,234,Radnor,0,1
1178,2013,234,Radnor,1,1
6539,2013,234,Radnor,1,1
2360,2013,234,Radnor,1,1
6697,2013,234,Radnor,1,1
904,2013,234,Radnor,1,1
7272,2013,122,Westlake,1,1
6186,2013,234,Radnor,1,1
1565,2013,234,Radnor,1,1
2639,2013,234,Radnor,0,1
7365,2013,234,Radnor,1,
458,2013,234,Radnor,0,3
6852,2013,234,Radnor,1,3
1289,2013,234,Radnor,1,1
4571,2013,987,Kentwood,1,3
1610,2013,234,Radnor,1,1
4544,2013,234,Radnor,0,1
474,2013,234,Radnor,1,1
1514,2013,234,Radnor,1,1
4089,2013,987,Kentwood,0,1
6387,2013,234,Radnor,1,2
263,2013,234,Radnor,1,1
7334,2013,234,Radnor,1,1
6426,2013,234,Radnor,0,1
4754,2013,234,Radnor,0,1
2356,2013,234,Radnor,1,1
6715,2013,234,Radnor,1,1
4408,2013,234,Radnor,1,1
4317,2013,234,Radnor,1,3
2141,2013,234,Radnor,1,1
3745,2013,987,Kentwood,1,1
7463,2013,987,Kentwood,1,1
313,2013,987,Kentwood,1,2
4623,2013,234,Radnor,1,1
4623,2013,234,Radnor,1,1
1703,2013,234,Radnor,1,1
3883,2013,234,Radnor,1,1
2139,2013,234,Radnor,1,1
3629,2013,987,Kentwood,1,1
3364,2013,234,Radnor,1,1
3356,2013,234,Radnor,1,1
6358,2013,234,Radnor,1,1
6189,2013,234,Radnor,1,
1526,2013,234,Radnor,1,1
6443,2013,234,Radnor,1,1
2836,2013,234,Radnor,1,1
4512,2013,234,Radnor,1,1
4512,2013,234,Radnor,1,1
6665,2013,234,Radnor,1,1
3525,2013,234,Radnor,1,1
4404,2013,234,Radnor,1,2
2291,2013,234,Radnor,1,1
7319,2013,234,Radnor,1,1
4079,2013,234,Radnor,1,1
3491,2013,234,Radnor,1,
2478,2013,234,Radnor,1,2
2079,2013,234,Radnor,1,1
272,2013,234,Radnor,1,1
4358,2013,234,Radnor,1,1
2209,2013,234,Radnor,1,1
7259,2013,234,Radnor,1,1
2778,2013,234,Radnor,1,1
2241,2013,234,Radnor,1,1
1065,2013,234,Radnor,0,2
726,2013,234,Radnor,1,1
6087,2013,234,Radnor,1,2
5790,2013,987,Kentwood,1,1
4938,2013,234,Radnor,1,1
4948,2013,234,Radnor,1,1
3047,2013,234,Radnor,1,1
394,2013,234,Radnor,1,1
6786,2013,234,Radnor,1,1
5218,2013,234,Radnor,1,1
4653,2013,234,Radnor,1,3
3396,2013,234,Radnor,1,1
7346,2013,234,Radnor,1,1
1974,2013,234,Radnor,1,1
1137,2013,234,Radnor,0,1
2981,2013,234,Radnor,1,1
5737,2013,987,Kentwood,1,1
4110,2013,234,Radnor,1,1
2171,2013,987,Kentwood,1,2
6658,2013,987,Kentwood,1,1
4200,2013,987,Kentwood,0,1
4599,2013,987,Kentwood,0,1
2668,2013,234,Radnor,1,1
4710,2013,234,Radnor,1,1
768,2013,234,Radnor,1,1
4243,2013,234,Radnor,1,
187,2013,234,Radnor,0,2
2984,2013,234,Radnor,0,1
2984,2013,234,Radnor,0,1
2213,2013,234,Radnor,1,2
4484,2013,234,Radnor,1,1
543,2013,234,Radnor,1,2
857,2013,234,Radnor,1,1
2824,2013,234,Radnor,1,1
3751,2013,234,Radnor,1,1
1086,2013,234,Radnor,1,1
976,2013,234,Radnor,1,1
4804,2013,234,Radnor,1,3
4716,2013,234,Radnor,1,1
2375,2013,234,Radnor,1,1
2375,2013,234,Radnor,1,1
6933,2013,234,Radnor,0,2
3877,2013,234,Radnor,0,1
3877,2013,234,Radnor,0,1
6333,2013,234,Radnor,1,1
2603,2013,234,Radnor,1,1
2603,2013,234,Radnor,1,1
5426,2013,122,Westlake,0,1
6711,2013,234,Radnor,1,1
4524,2013,234,Radnor,1,1
5652,2013,234,Radnor,1,2
2716,2013,234,Radnor,1,1
3334,2013,234,Radnor,1,1
1727,2013,234,Radnor,1,1
4712,2013,987,Kentwood,1,1
6498,2013,234,Radnor,1,1
4115,2013,234,Radnor,1,1
2246,2013,234,Radnor,1,1
1399,2013,234,Radnor,1,1
3900,2013,234,Radnor,1,1
7403,2013,234,Radnor,1,1
7105,2013,234,Radnor,1,1
6341,2013,234,Radnor,1,1
4095,2013,234,Radnor,1,1
5145,2013,234,Radnor,0,1
118,2013,234,Radnor,0,1
118,2013,234,Radnor,0,1
1502,2013,234,Radnor,1,2
7221,2013,234,Radnor,1,1
2476,2013,234,Radnor,1,2
3556,2013,234,Radnor,1,1
4417,2013,234,Radnor,1,1
2843,2013,987,Kentwood,0,1
6810,2013,987,Kentwood,1,1
6370,2013,234,Radnor,1,1
4816,2013,234,Radnor,0,1
1581,2013,234,Radnor,1,1
1581,2013,234,Radnor,1,1
2323,2013,987,Kentwood,1,1
2607,2013,987,Kentwood,0,1
6586,2013,234,Radnor,0,1
3279,2013,234,Radnor,1,1
5860,2013,234,Radnor,1,1
3074,2013,987,Kentwood,1,1
4950,2013,234,Radnor,0,1
6568,2013,987,Kentwood,0,1
6388,2013,234,Radnor,1,1
5539,2013,234,Radnor,0,1
943,2013,234,Radnor,1,1
7040,2013,234,Radnor,1,1
2837,2013,234,Radnor,0,1
6006,2013,234,Radnor,1,1
4485,2013,234,Radnor,1,1
2038,2013,234,Radnor,1,1
2412,2013,234,Radnor,1,2
4377,2013,234,Radnor,1,1
2845,2013,234,Radnor,1,2
4137,2013,234,Radnor,1,1
5574,2013,234,Radnor,1,1
5552,2013,234,Radnor,0,1
2346,2013,987,Kentwood,0,1
2253,2013,987,Kentwood,0,2
4347,2013,234,Radnor,1,1
3899,2013,234,Radnor,1,1
698,2013,234,Radnor,1,1
2699,2013,234,Radnor,1,1
2731,2013,987,Kentwood,1,1
4961,2013,234,Radnor,1,1
1241,2013,234,Radnor,1,1
2586,2013,234,Radnor,1,1
706,2013,234,Radnor,0,1
6077,2013,234,Radnor,1,1
5184,2013,234,Radnor,1,1
6627,2013,234,Radnor,1,1
4606,2013,234,Radnor,1,1
4409,2013,987,Kentwood,1,1
3449,2013,234,Radnor,1,1
569,2013,234,Radnor,1,2
1624,2013,987,Kentwood,1,1
6951,2013,987,Kentwood,1,1
1179,2013,234,Radnor,1,1
574,2013,234,Radnor,1,1
791,2013,234,Radnor,0,1
5689,2013,234,Radnor,1,1
3951,2013,234,Radnor,0,1
2874,2013,987,Kentwood,0,1
329,2013,234,Radnor,1,1
530,2013,987,Kentwood,1,1
6679,2013,234,Radnor,1,2
4202,2013,234,Radnor,0,1
5247,2013,234,Radnor,0,1
1063,2013,234,Radnor,1,1
5429,2013,234,Radnor,1,1
7051,2013,122,Westlake,1,1
7354,2013,234,Radnor,0,1
4498,2013,234,Radnor,1,1
7043,2013,234,Radnor,0,1
1105,2013,234,Radnor,1,1
3251,2013,234,Radnor,1,1
1801,2013,234,Radnor,1,1
7109,2013,234,Radnor,1,1
571,2013,234,Radnor,1,1
6137,2013,234,Radnor,1,1
76,2013,234,Radnor,1,2
3808,2013,234,Radnor,1,1
1693,2013,234,Radnor,1,1
6415,2013,234,Radnor,1,1
6130,2013,234,Radnor,1,1
2752,2013,234,Radnor,0,1
3181,2013,234,Radnor,1,1
5686,2013,234,Radnor,1,1
5036,2013,234,Radnor,1,2
5695,2013,234,Radnor,1,1
6628,2013,234,Radnor,0,1
3904,2013,987,Kentwood,1,1
2905,2013,234,Radnor,1,1
1596,2013,234,Radnor,1,1
282,2013,234,Radnor,1,1
6670,2013,234,Radnor,1,3
3952,2013,234,Radnor,1,1
4603,2013,234,Radnor,1,1
7479,2013,234,Radnor,1,1
6138,2013,122,Westlake,1,1
2400,2013,234,Radnor,0,4
3248,2013,122,Westlake,1,1
5041,2013,234,Radnor,1,1
5154,2013,234,Radnor,1,1
3564,2013,234,Radnor,1,1
1749,2013,122,Westlake,0,1
1175,2013,987,Kentwood,1,2
3333,2013,234,Radnor,1,1
4293,2013,234,Radnor,1,1
1949,2013,234,Radnor,1,1
1949,2013,234,Radnor,1,1
1642,2013,234,Radnor,1,1
7201,2013,234,Radnor,1,1
6183,2013,234,Radnor,0,1
5820,2013,234,Radnor,0,1
6484,2013,234,Radnor,1,1
1883,2013,122,Westlake,0,1
3140,2013,234,Radnor,1,4
3216,2013,234,Radnor,1,1
1100,2013,122,Westlake,1,1
1414,2013,987,Kentwood,1,1
4644,2013,987,Kentwood,0,3
593,2013,987,Kentwood,1,1
1028,2013,234,Radnor,1,1
1719,2013,234,Radnor,1,3
2446,2013,234,Radnor,1,1
6085,2013,234,Radnor,0,1
2474,2013,234,Radnor,1,1
36,2013,234,Radnor,1,1
6007,2013,234,Radnor,1,1
2529,2013,987,Kentwood,1,1
6255,2013,234,Radnor,1,1
4665,2013,234,Radnor,1,2
3719,2013,234,Radnor,1,1
6856,2013,234,Radnor,1,1
7304,2013,234,Radnor,0,1
1366,2013,234,Radnor,1,1
631,2013,122,Westlake,1,1
3116,2013,234,Radnor,1,1
7164,2013,234,Radnor,1,1
5571,2013,234,Radnor,1,1
7352,2013,234,Radnor,1,1
262,2013,234,Radnor,0,1
262,2013,234,Radnor,0,1
85,2013,234,Radnor,0,1
6920,2013,234,Radnor,1,1
6392,2013,987,Kentwood,1,1
840,2013,234,Radnor,0,1
5370,2013,234,Radnor,0,1
1512,2013,987,Kentwood,0,1
1953,2013,234,Radnor,1,1
3072,2013,234,Radnor,1,2
3758,2013,234,Radnor,1,1
2492,2013,987,Kentwood,1,1
5185,2013,234,Radnor,1,1
1176,2013,122,Westlake,1,1
4601,2013,234,Radnor,0,1
6590,2013,234,Radnor,1,2
5956,2013,987,Kentwood,1,1
2205,2013,234,Radnor,1,1
1484,2013,987,Kentwood,0,1
5349,2013,234,Radnor,0,1
5829,2013,234,Radnor,1,1
3705,2013,234,Radnor,1,1
6323,2013,234,Radnor,0,4
2169,2013,234,Radnor,1,1
1510,2013,234,Radnor,1,1
3548,2013,234,Radnor,1,1
3985,2013,987,Kentwood,1,1
5973,2013,234,Radnor,0,1
3209,2013,234,Radnor,0,1
2122,2013,234,Radnor,1,1
4755,2013,234,Radnor,1,2
3117,2013,234,Radnor,1,1
3122,2013,987,Kentwood,1,1
6791,2013,234,Radnor,1,1
6518,2013,234,Radnor,1,3
6463,2013,234,Radnor,1,1
7223,2013,122,Westlake,1,1
611,2013,234,Radnor,0,1
2510,2013,234,Radnor,1,2
229,2013,234,Radnor,1,
7104,2013,234,Radnor,1,1
4189,2013,234,Radnor,0,1
408,2013,234,Radnor,1,1
6733,2013,234,Radnor,1,1
2550,2013,234,Radnor,1,1
6013,2013,234,Radnor,1,1
2680,2013,234,Radnor,1,1
2680,2013,234,Radnor,1,1
2763,2013,234,Radnor,1,1
3805,2013,234,Radnor,1,1
3611,2013,234,Radnor,0,1
973,2013,234,Radnor,0,2
2890,2013,234,Radnor,1,1
513,2013,234,Radnor,1,1
2883,2013,234,Radnor,0,1
5983,2013,234,Radnor,1,3
6703,2013,234,Radnor,1,1
2628,2013,234,Radnor,1,1
1463,2013,234,Radnor,1,1
995,2013,234,Radnor,0,1
1055,2013,234,Radnor,1,1
7037,2013,234,Radnor,1,2
3148,2013,234,Radnor,1,2
1860,2013,234,Radnor,1,1
663,2013,234,Radnor,0,1
663,2013,234,Radnor,0,1
5317,2013,234,Radnor,1,1
1726,2013,234,Radnor,1,1
6245,2013,234,Radnor,1,2
2445,2013,234,Radnor,1,1
3179,2013,234,Radnor,1,1
3179,2013,234,Radnor,1,1
5101,2013,234,Radnor,1,1
821,2013,234,Radnor,1,1
1351,2013,234,Radnor,1,1
6088,2013,122,Westlake,0,1
3774,2013,987,Kentwood,1,1
916,2013,234,Radnor,0,1
3398,2013,234,Radnor,1,1
2882,2013,234,Radnor,1,1
732,2013,234,Radnor,1,1
3770,2013,234,Radnor,1,1
1150,2013,234,Radnor,1,1
3878,2013,987,Kentwood,1,
246,2013,234,Radnor,1,1
6232,2013,122,Westlake,1,1
3168,2013,234,Radnor,1,1
1135,2013,234,Radnor,1,2
6053,2013,234,Radnor,1,1
3948,2013,987,Kentwood,1,1
3502,2013,234,Radnor,1,1
1585,2013,234,Radnor,1,1
3925,2013,234,Radnor,1,1
6260,2013,234,Radnor,1,1
4078,2013,234,Radnor,1,1
6566,2013,234,Radnor,1,1
4062,2013,234,Radnor,1,1
169,2013,234,Radnor,1,1
3829,2013,234,Radnor,1,1
5772,2013,234,Radnor,1,1
4436,2013,234,Radnor,1,1
3787,2013,234,Radnor,1,3
1680,2013,234,Radnor,1,1
7340,2013,234,Radnor,0,3
3724,2013,234,Radnor,1,2
2128,2013,234,Radnor,1,1
1279,2013,234,Radnor,1,1
6695,2013,234,Radnor,0,1
1429,2013,234,Radnor,1,1
3484,2013,234,Radnor,0,1
6350,2013,234,Radnor,0,1
3151,2013,122,Westlake,0,1
3151,2013,122,Westlake,0,1
971,2013,987,Kentwood,1,1
2605,2013,234,Radnor,1,1
2130,2013,234,Radnor,1,2
2523,2013,234,Radnor,1,1
2902,2013,234,Radnor,1,1
179,2013,234,Radnor,1,1
3509,2013,234,Radnor,1,1
4576,2013,987,Kentwood,0,1
5680,2013,987,Kentwood,1,1
4069,2013,234,Radnor,0,1
1449,2013,987,Kentwood,1,1
5720,2013,234,Radnor,1,1
847,2013,234,Radnor,1,1
6652,2013,234,Radnor,1,1
4490,2013,234,Radnor,1,1
5865,2013,234,Radnor,1,1
3721,2013,234,Radnor,1,1
1194,2013,234,Radnor,1,1
5078,2013,234,Radnor,1,1
6244,2013,234,Radnor,1,3
1312,2013,234,Radnor,1,1
3937,2013,234,Radnor,1,1
4789,2013,234,Radnor,1,2
953,2013,234,Radnor,1,1
2625,2013,234,Radnor,1,1
1679,2013,234,Radnor,0,1
2629,2013,234,Radnor,1,1
2414,2013,234,Radnor,1,1
7123,2013,234,Radnor,0,1
3551,2013,234,Radnor,1,2
5942,2013,234,Radnor,0,1
4447,2013,234,Radnor,1,1
1661,2013,234,Radnor,1,1
3217,2013,234,Radnor,0,1
5753,2013,234,Radnor,1,1
3645,2013,234,Radnor,1,1
4638,2013,234,Radnor,1,1
6005,2013,122,Westlake,1,1
1511,2013,234,Radnor,1,1
3633,2013,234,Radnor,1,3
4640,2013,234,Radnor,1,1
6661,2013,234,Radnor,1,3
6462,2013,234,Radnor,1,1
3152,2013,234,Radnor,1,1
2142,2013,234,Radnor,1,1
2142,2013,234,Radnor,1,1
3532,2013,234,Radnor,0,2
6820,2013,234,Radnor,0,1
4875,2013,234,Radnor,1,1
5559,2013,234,Radnor,1,1
3133,2013,234,Radnor,1,1
5017,2013,234,Radnor,1,1
2633,2013,234,Radnor,1,3
4761,2013,234,Radnor,1,1
397,2013,234,Radnor,1,1
5471,2013,234,Radnor,1,1
154,2013,987,Kentwood,1,1
1201,2013,234,Radnor,1,1
1707,2013,234,Radnor,0,1
4246,2013,234,Radnor,1,1
3458,2013,234,Radnor,1,1
1672,2013,234,Radnor,1,1
5382,2013,234,Radnor,1,1
2334,2013,234,Radnor,0,1
4322,2013,234,Radnor,1,1
366,2013,234,Radnor,0,1
2448,2013,234,Radnor,1,1
2448,2013,234,Radnor,1,1
3569,2013,234,Radnor,1,1
854,2013,234,Radnor,1,1
1229,2013,234,Radnor,1,1
1309,2013,234,Radnor,1,1
4698,2013,234,Radnor,1,1
4059,2013,234,Radnor,1,1
1769,2013,234,Radnor,1,1
203,2013,234,Radnor,0,1
3321,2013,234,Radnor,0,1
1753,2013,234,Radnor,0,1
7488,2013,234,Radnor,0,1
4814,2013,234,Radnor,1,1
6192,2013,234,Radnor,1,2
3360,2013,234,Radnor,1,1
6258,2013,234,Radnor,0,1
3765,2013,234,Radnor,1,1
5066,2013,234,Radnor,1,1
5739,2013,234,Radnor,1,1
7199,2013,234,Radnor,1,2
3585,2013,234,Radnor,1,1
3037,2013,234,Radnor,0,1
4135,2013,987,Kentwood,1,1
1168,2013,987,Kentwood,1,1
2933,2013,234,Radnor,1,1
4794,2013,234,Radnor,1,1
153,2013,234,Radnor,1,1
1712,2013,234,Radnor,1,1
3764,2013,234,Radnor,1,1
4222,2013,234,Radnor,1,2
342,2013,234,Radnor,1,1
342,2013,234,Radnor,1,1
3587,2013,234,Radnor,0,1
7009,2013,234,Radnor,0,1
7009,2013,234,Radnor,0,1
5896,2013,234,Radnor,1,1
5626,2013,234,Radnor,1,1
5679,2013,234,Radnor,0,1
1064,2013,234,Radnor,1,1
5803,2013,234,Radnor,1,1
4543,2013,234,Radnor,0,1
7500,2013,234,Radnor,1,1
7282,2013,234,Radnor,1,1
5433,2013,234,Radnor,1,1
4145,2013,234,Radnor,1,1
1195,2013,234,Radnor,1,1
7213,2013,234,Radnor,1,1
6567,2013,234,Radnor,1,1
5614,2013,234,Radnor,1,1
6098,2013,234,Radnor,1,1
966,2013,234,Radnor,1,1
1852,2013,234,Radnor,1,1
4374,2013,234,Radnor,1,1
2695,2013,234,Radnor,1,1
6145,2013,234,Radnor,1,1
3296,2013,234,Radnor,1,1
6457,2013,234,Radnor,1,1
7494,2013,987,Kentwood,1,1
7253,2013,234,Radnor,1,1
5277,2013,234,Radnor,1,1
2815,2013,234,Radnor,1,1
2321,2013,234,Radnor,1,1
5359,2013,234,Radnor,1,1
645,2013,234,Radnor,1,1
4320,2013,234,Radnor,1,1
7438,2013,234,Radnor,1,2
7438,2013,234,Radnor,1,2
6084,2013,234,Radnor,1,1
894,2013,122,Westlake,1,1
1790,2013,234,Radnor,1,1
3567,2013,234,Radnor,1,1
5434,2013,234,Radnor,0,1
2465,2013,234,Radnor,1,1
4980,2013,234,Radnor,1,1
961,2013,234,Radnor,1,3
120,2013,234,Radnor,1,1
1876,2013,234,Radnor,1,1
5037,2013,234,Radnor,0,1
5964,2013,234,Radnor,1,1
5742,2013,234,Radnor,1,1
5706,2013,234,Radnor,1,1
6595,2013,234,Radnor,0,1
3077,2013,234,Radnor,1,1
3306,2013,234,Radnor,0,1
220,2013,234,Radnor,0,1
4570,2013,234,Radnor,1,2
4188,2013,234,Radnor,1,1
5325,2013,234,Radnor,0,1
6100,2013,234,Radnor,1,1
4988,2013,234,Radnor,1,1
3270,2013,234,Radnor,1,1
4426,2013,234,Radnor,0,1
209,2013,234,Radnor,0,1
1455,2013,234,Radnor,1,1
5474,2013,987,Kentwood,0,1
2794,2013,234,Radnor,1,1
3573,2013,234,Radnor,1,1
6242,2013,234,Radnor,1,1
4242,2013,234,Radnor,0,1
3196,2013,234,Radnor,0,1
5038,2013,234,Radnor,0,1
6114,2013,234,Radnor,1,1
3527,2013,234,Radnor,1,1
1140,2013,122,Westlake,1,1
7027,2013,234,Radnor,1,2
5256,2013,234,Radnor,1,1
6622,2013,234,Radnor,1,2
1912,2013,234,Radnor,0,1
5632,2013,234,Radnor,1,1
7263,2013,987,Kentwood,1,1
7414,2013,234,Radnor,1,1
5597,2013,234,Radnor,1,1
6442,2013,234,Radnor,1,1
5733,2013,122,Westlake,1,1
5733,2013,122,Westlake,1,1
4725,2013,234,Radnor,0,2
6188,2013,234,Radnor,1,1
6188,2013,234,Radnor,1,1
4796,2013,234,Radnor,0,1
1210,2013,234,Radnor,0,1
6198,2013,234,Radnor,1,3
6367,2013,234,Radnor,1,1
2770,2013,234,Radnor,1,1
1880,2013,234,Radnor,1,1
