id,year,districtno_x,districtname,female,reth,source_file_x,districtno_y,eval,source_file_y
4854,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
721,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5139,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2172,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
131,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5913,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3600,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2706,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
4897,2013,234,Radnor,0,Hispanic,tdemo2013_reth.csv,234,2.0,teval2013.csv
5467,2013,987,Kentwood,0,Black,tdemo2013_reth.csv,987,4.0,teval2013.csv
5933,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2746,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3343,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
4056,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5300,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1023,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6578,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2808,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4837,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
4618,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5376,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5436,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2300,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3580,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
862,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3373,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
6918,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
2498,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2000,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5360,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1050,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
3715,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6616,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2278,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4318,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1509,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
980,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5288,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5639,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
4465,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3578,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4324,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5272,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
4546,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
985,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5399,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3755,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1121,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6792,2013,122,Westlake,1,,tdemo2013_reth.csv,122,4.0,teval2013.csv
5932,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7285,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1895,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,3.0,teval2013.csv
6487,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4266,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
44,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
3009,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4833,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4865,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
1124,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
56,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3748,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,,teval2013.csv
3445,2013,234,Radnor,1,,tdemo2013_reth.csv,234,4.0,teval2013.csv
1834,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2583,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1939,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
638,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6702,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
1047,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,4.0,teval2013.csv
3159,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4615,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5100,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,3.0,teval2013.csv
2657,2013,234,Radnor,0,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
6629,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
829,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3354,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2145,2013,987,Kentwood,1,,tdemo2013_reth.csv,987,4.0,teval2013.csv
1290,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
5085,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
5911,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
4445,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
4737,2013,987,Kentwood,1,Black,tdemo2013_reth.csv,987,,teval2013.csv
5322,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2677,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
6903,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,1.0,teval2013.csv
3809,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2924,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7013,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4277,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
5167,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1254,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5699,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
3675,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6936,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4097,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4111,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5584,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6910,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2368,2013,234,Radnor,1,Other,tdemo2013_reth.csv,234,5.0,teval2013.csv
5536,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4413,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5253,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
898,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4686,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,3.0,teval2013.csv
7458,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4927,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6300,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
4311,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
531,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5130,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
3147,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2297,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
1803,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
750,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6099,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2915,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,2.0,teval2013.csv
987,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5350,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4269,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3880,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6274,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3932,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2260,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5874,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
3266,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,,teval2013.csv
4285,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
1346,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2517,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4882,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4884,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6402,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6704,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
5596,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
2361,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
782,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
6265,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2714,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6506,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4991,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1391,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2223,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5796,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4726,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1250,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2473,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1941,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
210,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4666,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
3727,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
95,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
3858,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2754,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
5747,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,2.0,teval2013.csv
4336,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2031,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1606,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
983,2013,234,Radnor,1,Other,tdemo2013_reth.csv,234,4.0,teval2013.csv
3326,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7353,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5260,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
4502,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5535,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2354,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
7196,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4385,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5273,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
1988,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1627,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4434,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,1.0,teval2013.csv
1983,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
5026,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2044,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
296,2013,987,Kentwood,1,,tdemo2013_reth.csv,987,5.0,teval2013.csv
893,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2822,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4967,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,2.0,teval2013.csv
1495,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6539,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2360,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6697,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
904,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
7272,2013,122,Westlake,1,White,tdemo2013_reth.csv,122,4.0,teval2013.csv
6186,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1565,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2639,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7365,2013,234,Radnor,1,,tdemo2013_reth.csv,234,3.0,teval2013.csv
458,2013,234,Radnor,0,Hispanic,tdemo2013_reth.csv,234,5.0,teval2013.csv
6852,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,4.0,teval2013.csv
1289,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4571,2013,987,Kentwood,1,Hispanic,tdemo2013_reth.csv,987,,teval2013.csv
1610,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4544,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
474,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1514,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4089,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
6387,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
263,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7334,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6426,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4754,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2356,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6715,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,,teval2013.csv
4408,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4317,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,4.0,teval2013.csv
2141,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
3745,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
7463,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
313,2013,987,Kentwood,1,Black,tdemo2013_reth.csv,987,,teval2013.csv
4623,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1703,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3883,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2139,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3629,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
3364,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3356,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6358,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
6189,2013,234,Radnor,1,,tdemo2013_reth.csv,234,4.0,teval2013.csv
1526,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6443,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2836,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4512,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6665,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3525,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
4404,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,3.0,teval2013.csv
2291,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7319,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4079,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3491,2013,234,Radnor,1,,tdemo2013_reth.csv,234,4.0,teval2013.csv
2478,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,3.0,teval2013.csv
2079,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
272,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
4358,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2209,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
7259,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
2778,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
2241,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1065,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
726,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
6087,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
5790,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,,teval2013.csv
4938,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
4948,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
3047,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
394,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,5.0,teval2013.csv
6786,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5218,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4653,2013,234,Radnor,1,Hispanic,tdemo2013_reth.csv,234,3.0,teval2013.csv
3396,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
1974,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
1137,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2981,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
5737,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
4110,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,2.0,teval2013.csv
6658,2013,987,Kentwood,1,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
4200,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,4.0,teval2013.csv
4599,2013,987,Kentwood,0,White,tdemo2013_reth.csv,987,5.0,teval2013.csv
2668,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
4710,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
768,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
4243,2013,234,Radnor,1,,tdemo2013_reth.csv,234,4.0,teval2013.csv
187,2013,234,Radnor,0,Black,tdemo2013_reth.csv,234,5.0,teval2013.csv
2984,2013,234,Radnor,0,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
2213,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
4484,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,4.0,teval2013.csv
543,2013,234,Radnor,1,Black,tdemo2013_reth.csv,234,4.0,teval2013.csv
857,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
3751,2013,234,Radnor,1,White,tdemo2013_reth.csv,234,3.0,teval2013.csv
