id,year,districtno,districtname,female,reth
4854,2013,234,Radnor,0,White
721,2013,234,Radnor,1,White
5139,2013,234,Radnor,1,White
5139,2013,234,Radnor,1,White
2172,2013,987,Kentwood,1,White
131,2013,234,Radnor,1,White
5913,2013,234,Radnor,1,White
3600,2013,234,Radnor,1,White
2706,2013,987,Kentwood,1,White
4897,2013,234,Radnor,0,Hispanic
3160,2013,122,Westlake,1,White
5467,2013,987,Kentwood,0,Black
5933,2013,234,Radnor,1,White
412,2013,234,Radnor,0,White
2746,2013,234,Radnor,1,White
3343,2013,234,Radnor,1,White
4056,2013,234,Radnor,1,White
5300,2013,234,Radnor,0,White
1023,2013,234,Radnor,0,White
6578,2013,234,Radnor,1,White
2808,2013,234,Radnor,1,White
4837,2013,234,Radnor,1,White
4618,2013,234,Radnor,0,White
5376,2013,234,Radnor,0,White
5436,2013,234,Radnor,1,White
2300,2013,234,Radnor,1,White
3580,2013,234,Radnor,1,White
862,2013,234,Radnor,1,White
3373,2013,987,Kentwood,1,White
1174,2013,987,Kentwood,1,White
6918,2013,234,Radnor,1,Black
2498,2013,234,Radnor,1,White
2000,2013,234,Radnor,1,White
5360,2013,234,Radnor,1,White
1050,2013,234,Radnor,1,White
3715,2013,234,Radnor,1,White
6616,2013,234,Radnor,1,White
2278,2013,234,Radnor,1,White
4318,2013,234,Radnor,1,White
1509,2013,234,Radnor,1,White
980,2013,234,Radnor,1,White
5288,2013,234,Radnor,1,White
5639,2013,987,Kentwood,0,White
5639,2013,987,Kentwood,0,White
4465,2013,234,Radnor,1,White
6676,2013,234,Radnor,0,White
3578,2013,234,Radnor,0,White
4324,2013,234,Radnor,1,White
5272,2013,234,Radnor,1,White
4546,2013,234,Radnor,1,White
985,2013,234,Radnor,1,White
5399,2013,234,Radnor,1,White
3755,2013,234,Radnor,1,White
1121,2013,234,Radnor,0,White
6792,2013,122,Westlake,1,
5932,2013,234,Radnor,1,White
7285,2013,234,Radnor,1,White
1895,2013,234,Radnor,1,Black
6487,2013,234,Radnor,1,White
7462,2013,234,Radnor,1,White
4266,2013,234,Radnor,1,White
44,2013,987,Kentwood,1,White
3009,2013,234,Radnor,0,White
3009,2013,234,Radnor,0,White
4833,2013,234,Radnor,1,White
4865,2013,234,Radnor,1,White
2447,2013,234,Radnor,1,Black
1124,2013,234,Radnor,1,White
56,2013,234,Radnor,0,White
3748,2013,987,Kentwood,0,White
3445,2013,234,Radnor,1,
1834,2013,234,Radnor,1,White
2583,2013,234,Radnor,1,White
1939,2013,234,Radnor,1,White
638,2013,234,Radnor,1,White
6702,2013,234,Radnor,1,White
1047,2013,122,Westlake,1,White
3159,2013,234,Radnor,1,White
4615,2013,234,Radnor,1,White
5100,2013,234,Radnor,1,Hispanic
5268,2013,234,Radnor,1,White
2657,2013,234,Radnor,0,Hispanic
6629,2013,234,Radnor,0,Black
829,2013,234,Radnor,1,White
3354,2013,234,Radnor,1,White
2145,2013,987,Kentwood,1,
1290,2013,987,Kentwood,0,White
5085,2013,234,Radnor,0,White
5911,2013,234,Radnor,1,Black
4445,2013,987,Kentwood,1,White
4737,2013,987,Kentwood,1,Black
5322,2013,234,Radnor,1,White
2677,2013,987,Kentwood,1,White
6903,2013,122,Westlake,1,White
3809,2013,234,Radnor,0,White
2924,2013,234,Radnor,1,White
7013,2013,234,Radnor,1,White
4277,2013,987,Kentwood,1,White
5167,2013,234,Radnor,1,White
1254,2013,234,Radnor,1,White
5699,2013,234,Radnor,0,Black
3675,2013,234,Radnor,0,White
6936,2013,234,Radnor,1,White
5881,2013,987,Kentwood,1,White
4107,2013,234,Radnor,1,Hispanic
4097,2013,234,Radnor,1,White
4111,2013,234,Radnor,1,White
5584,2013,234,Radnor,1,White
6910,2013,234,Radnor,1,White
2368,2013,234,Radnor,1,Other
5536,2013,234,Radnor,1,White
4413,2013,234,Radnor,1,White
5253,2013,234,Radnor,0,White
898,2013,234,Radnor,0,White
4686,2013,234,Radnor,1,Black
7458,2013,234,Radnor,0,White
4927,2013,234,Radnor,1,White
6300,2013,234,Radnor,1,Hispanic
4311,2013,234,Radnor,1,White
531,2013,234,Radnor,1,White
5130,2013,234,Radnor,1,Black
3147,2013,234,Radnor,1,White
2297,2013,234,Radnor,1,Black
1803,2013,234,Radnor,1,White
750,2013,234,Radnor,1,White
6099,2013,234,Radnor,1,White
2915,2013,234,Radnor,1,Hispanic
987,2013,234,Radnor,0,White
5350,2013,234,Radnor,1,White
4269,2013,234,Radnor,1,White
3880,2013,234,Radnor,1,White
6274,2013,234,Radnor,1,White
3932,2013,234,Radnor,1,White
2260,2013,234,Radnor,0,White
5874,2013,234,Radnor,0,White
3266,2013,987,Kentwood,0,White
4285,2013,987,Kentwood,1,White
1346,2013,234,Radnor,1,White
2517,2013,234,Radnor,1,White
4882,2013,234,Radnor,1,White
4884,2013,234,Radnor,1,White
6402,2013,234,Radnor,1,White
6704,2013,234,Radnor,1,White
5596,2013,234,Radnor,1,White
2361,2013,234,Radnor,0,White
782,2013,987,Kentwood,1,White
6265,2013,234,Radnor,1,White
2714,2013,234,Radnor,1,White
6506,2013,234,Radnor,1,White
4991,2013,234,Radnor,1,White
1391,2013,987,Kentwood,1,White
2223,2013,234,Radnor,1,White
5796,2013,234,Radnor,1,White
4726,2013,234,Radnor,1,White
1250,2013,234,Radnor,1,White
1250,2013,234,Radnor,1,White
2473,2013,234,Radnor,1,White
1941,2013,234,Radnor,1,Black
210,2013,234,Radnor,0,White
4666,2013,987,Kentwood,0,White
3727,2013,234,Radnor,1,White
95,2013,234,Radnor,1,Black
3858,2013,234,Radnor,0,White
2754,2013,987,Kentwood,0,White
5747,2013,234,Radnor,1,Black
4336,2013,234,Radnor,1,White
4336,2013,234,Radnor,1,White
2031,2013,234,Radnor,1,White
1606,2013,987,Kentwood,1,White
983,2013,234,Radnor,1,Other
3326,2013,234,Radnor,1,White
7353,2013,234,Radnor,1,White
5260,2013,234,Radnor,1,Hispanic
4502,2013,234,Radnor,1,White
5535,2013,234,Radnor,1,White
2354,2013,234,Radnor,0,White
7196,2013,234,Radnor,1,White
4385,2013,234,Radnor,1,White
5273,2013,987,Kentwood,1,White
1988,2013,234,Radnor,1,White
5503,2013,987,Kentwood,1,White
1627,2013,234,Radnor,1,White
4434,2013,234,Radnor,0,White
1983,2013,234,Radnor,1,White
5026,2013,234,Radnor,1,White
2044,2013,234,Radnor,1,White
1628,2013,234,Radnor,0,White
296,2013,987,Kentwood,1,
893,2013,234,Radnor,0,White
2822,2013,234,Radnor,0,White
4967,2013,122,Westlake,1,White
1495,2013,234,Radnor,0,White
1178,2013,234,Radnor,1,White
6539,2013,234,Radnor,1,White
2360,2013,234,Radnor,1,White
6697,2013,234,Radnor,1,White
904,2013,234,Radnor,1,White
7272,2013,122,Westlake,1,White
6186,2013,234,Radnor,1,White
1565,2013,234,Radnor,1,White
2639,2013,234,Radnor,0,White
7365,2013,234,Radnor,1,
458,2013,234,Radnor,0,Hispanic
6852,2013,234,Radnor,1,Hispanic
1289,2013,234,Radnor,1,White
4571,2013,987,Kentwood,1,Hispanic
1610,2013,234,Radnor,1,White
4544,2013,234,Radnor,0,White
474,2013,234,Radnor,1,White
1514,2013,234,Radnor,1,White
4089,2013,987,Kentwood,0,White
6387,2013,234,Radnor,1,Black
263,2013,234,Radnor,1,White
7334,2013,234,Radnor,1,White
6426,2013,234,Radnor,0,White
4754,2013,234,Radnor,0,White
2356,2013,234,Radnor,1,White
6715,2013,234,Radnor,1,White
4408,2013,234,Radnor,1,White
4317,2013,234,Radnor,1,Hispanic
2141,2013,234,Radnor,1,White
3745,2013,987,Kentwood,1,White
7463,2013,987,Kentwood,1,White
313,2013,987,Kentwood,1,Black
4623,2013,234,Radnor,1,White
4623,2013,234,Radnor,1,White
1703,2013,234,Radnor,1,White
3883,2013,234,Radnor,1,White
2139,2013,234,Radnor,1,White
3629,2013,987,Kentwood,1,White
3364,2013,234,Radnor,1,White
3356,2013,234,Radnor,1,White
6358,2013,234,Radnor,1,White
6189,2013,234,Radnor,1,
1526,2013,234,Radnor,1,White
6443,2013,234,Radnor,1,White
2836,2013,234,Radnor,1,White
4512,2013,234,Radnor,1,White
4512,2013,234,Radnor,1,White
6665,2013,234,Radnor,1,White
3525,2013,234,Radnor,1,White
4404,2013,234,Radnor,1,Black
2291,2013,234,Radnor,1,White
7319,2013,234,Radnor,1,White
4079,2013,234,Radnor,1,White
3491,2013,234,Radnor,1,
2478,2013,234,Radnor,1,Black
2079,2013,234,Radnor,1,White
272,2013,234,Radnor,1,White
4358,2013,234,Radnor,1,White
2209,2013,234,Radnor,1,White
7259,2013,234,Radnor,1,White
2778,2013,234,Radnor,1,White
2241,2013,234,Radnor,1,White
1065,2013,234,Radnor,0,Black
726,2013,234,Radnor,1,White
6087,2013,234,Radnor,1,Black
5790,2013,987,Kentwood,1,White
4938,2013,234,Radnor,1,White
4948,2013,234,Radnor,1,White
3047,2013,234,Radnor,1,White
394,2013,234,Radnor,1,White
6786,2013,234,Radnor,1,White
5218,2013,234,Radnor,1,White
4653,2013,234,Radnor,1,Hispanic
3396,2013,234,Radnor,1,White
7346,2013,234,Radnor,1,White
1974,2013,234,Radnor,1,White
1137,2013,234,Radnor,0,White
2981,2013,234,Radnor,1,White
5737,2013,987,Kentwood,1,White
4110,2013,234,Radnor,1,White
2171,2013,987,Kentwood,1,Black
6658,2013,987,Kentwood,1,White
4200,2013,987,Kentwood,0,White
4599,2013,987,Kentwood,0,White
2668,2013,234,Radnor,1,White
4710,2013,234,Radnor,1,White
768,2013,234,Radnor,1,White
4243,2013,234,Radnor,1,
187,2013,234,Radnor,0,Black
2984,2013,234,Radnor,0,White
2984,2013,234,Radnor,0,White
2213,2013,234,Radnor,1,Black
4484,2013,234,Radnor,1,White
543,2013,234,Radnor,1,Black
857,2013,234,Radnor,1,White
2824,2013,234,Radnor,1,White
3751,2013,234,Radnor,1,White
1086,2013,234,Radnor,1,White
976,2013,234,Radnor,1,White
4804,2013,234,Radnor,1,Hispanic
4716,2013,234,Radnor,1,White
2375,2013,234,Radnor,1,White
2375,2013,234,Radnor,1,White
6933,2013,234,Radnor,0,Black
3877,2013,234,Radnor,0,White
3877,2013,234,Radnor,0,White
6333,2013,234,Radnor,1,White
2603,2013,234,Radnor,1,White
2603,2013,234,Radnor,1,White
5426,2013,122,Westlake,0,White
6711,2013,234,Radnor,1,White
4524,2013,234,Radnor,1,White
5652,2013,234,Radnor,1,Black
2716,2013,234,Radnor,1,White
3334,2013,234,Radnor,1,White
1727,2013,234,Radnor,1,White
4712,2013,987,Kentwood,1,White
6498,2013,234,Radnor,1,White
4115,2013,234,Radnor,1,White
2246,2013,234,Radnor,1,White
1399,2013,234,Radnor,1,White
3900,2013,234,Radnor,1,White
7403,2013,234,Radnor,1,White
7105,2013,234,Radnor,1,White
6341,2013,234,Radnor,1,White
4095,2013,234,Radnor,1,White
5145,2013,234,Radnor,0,White
118,2013,234,Radnor,0,White
118,2013,234,Radnor,0,White
1502,2013,234,Radnor,1,Black
7221,2013,234,Radnor,1,White
2476,2013,234,Radnor,1,Black
3556,2013,234,Radnor,1,White
4417,2013,234,Radnor,1,White
2843,2013,987,Kentwood,0,White
6810,2013,987,Kentwood,1,White
6370,2013,234,Radnor,1,White
4816,2013,234,Radnor,0,White
1581,2013,234,Radnor,1,White
1581,2013,234,Radnor,1,White
2323,2013,987,Kentwood,1,White
2607,2013,987,Kentwood,0,White
6586,2013,234,Radnor,0,White
3279,2013,234,Radnor,1,White
5860,2013,234,Radnor,1,White
3074,2013,987,Kentwood,1,White
4950,2013,234,Radnor,0,White
6568,2013,987,Kentwood,0,White
6388,2013,234,Radnor,1,White
5539,2013,234,Radnor,0,White
943,2013,234,Radnor,1,White
7040,2013,234,Radnor,1,White
2837,2013,234,Radnor,0,White
6006,2013,234,Radnor,1,White
4485,2013,234,Radnor,1,White
2038,2013,234,Radnor,1,White
2412,2013,234,Radnor,1,Black
4377,2013,234,Radnor,1,White
2845,2013,234,Radnor,1,Black
4137,2013,234,Radnor,1,White
5574,2013,234,Radnor,1,White
5552,2013,234,Radnor,0,White
2346,2013,987,Kentwood,0,White
2253,2013,987,Kentwood,0,Black
4347,2013,234,Radnor,1,White
3899,2013,234,Radnor,1,White
698,2013,234,Radnor,1,White
2699,2013,234,Radnor,1,White
2731,2013,987,Kentwood,1,White
4961,2013,234,Radnor,1,White
1241,2013,234,Radnor,1,White
2586,2013,234,Radnor,1,White
706,2013,234,Radnor,0,White
6077,2013,234,Radnor,1,White
5184,2013,234,Radnor,1,White
6627,2013,234,Radnor,1,White
4606,2013,234,Radnor,1,White
4409,2013,987,Kentwood,1,White
3449,2013,234,Radnor,1,White
569,2013,234,Radnor,1,Black
1624,2013,987,Kentwood,1,White
6951,2013,987,Kentwood,1,White
1179,2013,234,Radnor,1,White
574,2013,234,Radnor,1,White
791,2013,234,Radnor,0,White
5689,2013,234,Radnor,1,White
3951,2013,234,Radnor,0,White
2874,2013,987,Kentwood,0,White
329,2013,234,Radnor,1,White
530,2013,987,Kentwood,1,White
6679,2013,234,Radnor,1,Black
4202,2013,234,Radnor,0,White
5247,2013,234,Radnor,0,White
1063,2013,234,Radnor,1,White
5429,2013,234,Radnor,1,White
7051,2013,122,Westlake,1,White
7354,2013,234,Radnor,0,White
4498,2013,234,Radnor,1,White
7043,2013,234,Radnor,0,White
1105,2013,234,Radnor,1,White
3251,2013,234,Radnor,1,White
1801,2013,234,Radnor,1,White
7109,2013,234,Radnor,1,White
571,2013,234,Radnor,1,White
6137,2013,234,Radnor,1,White
76,2013,234,Radnor,1,Black
3808,2013,234,Radnor,1,White
1693,2013,234,Radnor,1,White
6415,2013,234,Radnor,1,White
6130,2013,234,Radnor,1,White
2752,2013,234,Radnor,0,White
3181,2013,234,Radnor,1,White
5686,2013,234,Radnor,1,White
5036,2013,234,Radnor,1,Black
5695,2013,234,Radnor,1,White
6628,2013,234,Radnor,0,White
3904,2013,987,Kentwood,1,White
2905,2013,234,Radnor,1,White
1596,2013,234,Radnor,1,White
282,2013,234,Radnor,1,White
6670,2013,234,Radnor,1,Hispanic
3952,2013,234,Radnor,1,White
4603,2013,234,Radnor,1,White
7479,2013,234,Radnor,1,White
6138,2013,122,Westlake,1,White
2400,2013,234,Radnor,0,Other
3248,2013,122,Westlake,1,White
5041,2013,234,Radnor,1,White
5154,2013,234,Radnor,1,White
3564,2013,234,Radnor,1,White
1749,2013,122,Westlake,0,White
1175,2013,987,Kentwood,1,Black
3333,2013,234,Radnor,1,White
4293,2013,234,Radnor,1,White
1949,2013,234,Radnor,1,White
1949,2013,234,Radnor,1,White
1642,2013,234,Radnor,1,White
7201,2013,234,Radnor,1,White
6183,2013,234,Radnor,0,White
5820,2013,234,Radnor,0,White
6484,2013,234,Radnor,1,White
1883,2013,122,Westlake,0,White
3140,2013,234,Radnor,1,Other
3216,2013,234,Radnor,1,White
1100,2013,122,Westlake,1,White
1414,2013,987,Kentwood,1,White
4644,2013,987,Kentwood,0,Hispanic
593,2013,987,Kentwood,1,White
1028,2013,234,Radnor,1,White
1719,2013,234,Radnor,1,Hispanic
2446,2013,234,Radnor,1,White
6085,2013,234,Radnor,0,White
2474,2013,234,Radnor,1,White
36,2013,234,Radnor,1,White
6007,2013,234,Radnor,1,White
2529,2013,987,Kentwood,1,White
6255,2013,234,Radnor,1,White
4665,2013,234,Radnor,1,Black
3719,2013,234,Radnor,1,White
6856,2013,234,Radnor,1,White
7304,2013,234,Radnor,0,White
1366,2013,234,Radnor,1,White
631,2013,122,Westlake,1,White
3116,2013,234,Radnor,1,White
7164,2013,234,Radnor,1,White
5571,2013,234,Radnor,1,White
7352,2013,234,Radnor,1,White
262,2013,234,Radnor,0,White
262,2013,234,Radnor,0,White
85,2013,234,Radnor,0,White
6920,2013,234,Radnor,1,White
6392,2013,987,Kentwood,1,White
840,2013,234,Radnor,0,White
5370,2013,234,Radnor,0,White
1512,2013,987,Kentwood,0,White
1953,2013,234,Radnor,1,White
3072,2013,234,Radnor,1,Black
3758,2013,234,Radnor,1,White
2492,2013,987,Kentwood,1,White
5185,2013,234,Radnor,1,White
1176,2013,122,Westlake,1,White
4601,2013,234,Radnor,0,White
6590,2013,234,Radnor,1,Black
5956,2013,987,Kentwood,1,White
2205,2013,234,Radnor,1,White
1484,2013,987,Kentwood,0,White
5349,2013,234,Radnor,0,White
5829,2013,234,Radnor,1,White
3705,2013,234,Radnor,1,White
6323,2013,234,Radnor,0,Other
2169,2013,234,Radnor,1,White
1510,2013,234,Radnor,1,White
3548,2013,234,Radnor,1,White
3985,2013,987,Kentwood,1,White
5973,2013,234,Radnor,0,White
3209,2013,234,Radnor,0,White
2122,2013,234,Radnor,1,White
4755,2013,234,Radnor,1,Black
3117,2013,234,Radnor,1,White
3122,2013,987,Kentwood,1,White
6791,2013,234,Radnor,1,White
6518,2013,234,Radnor,1,Hispanic
6463,2013,234,Radnor,1,White
7223,2013,122,Westlake,1,White
611,2013,234,Radnor,0,White
2510,2013,234,Radnor,1,Black
229,2013,234,Radnor,1,
7104,2013,234,Radnor,1,White
4189,2013,234,Radnor,0,White
408,2013,234,Radnor,1,White
6733,2013,234,Radnor,1,White
2550,2013,234,Radnor,1,White
6013,2013,234,Radnor,1,White
2680,2013,234,Radnor,1,White
2680,2013,234,Radnor,1,White
2763,2013,234,Radnor,1,White
3805,2013,234,Radnor,1,White
3611,2013,234,Radnor,0,White
973,2013,234,Radnor,0,Black
2890,2013,234,Radnor,1,White
513,2013,234,Radnor,1,White
2883,2013,234,Radnor,0,White
5983,2013,234,Radnor,1,Hispanic
6703,2013,234,Radnor,1,White
2628,2013,234,Radnor,1,White
1463,2013,234,Radnor,1,White
995,2013,234,Radnor,0,White
1055,2013,234,Radnor,1,White
7037,2013,234,Radnor,1,Black
3148,2013,234,Radnor,1,Black
1860,2013,234,Radnor,1,White
663,2013,234,Radnor,0,White
663,2013,234,Radnor,0,White
5317,2013,234,Radnor,1,White
1726,2013,234,Radnor,1,White
6245,2013,234,Radnor,1,Black
2445,2013,234,Radnor,1,White
3179,2013,234,Radnor,1,White
3179,2013,234,Radnor,1,White
5101,2013,234,Radnor,1,White
821,2013,234,Radnor,1,White
1351,2013,234,Radnor,1,White
6088,2013,122,Westlake,0,White
3774,2013,987,Kentwood,1,White
916,2013,234,Radnor,0,White
3398,2013,234,Radnor,1,White
2882,2013,234,Radnor,1,White
732,2013,234,Radnor,1,White
3770,2013,234,Radnor,1,White
1150,2013,234,Radnor,1,White
3878,2013,987,Kentwood,1,
246,2013,234,Radnor,1,White
6232,2013,122,Westlake,1,White
3168,2013,234,Radnor,1,White
1135,2013,234,Radnor,1,Black
6053,2013,234,Radnor,1,White
3948,2013,987,Kentwood,1,White
3502,2013,234,Radnor,1,White
1585,2013,234,Radnor,1,White
3925,2013,234,Radnor,1,White
6260,2013,234,Radnor,1,White
4078,2013,234,Radnor,1,White
6566,2013,234,Radnor,1,White
4062,2013,234,Radnor,1,White
169,2013,234,Radnor,1,White
3829,2013,234,Radnor,1,White
5772,2013,234,Radnor,1,White
4436,2013,234,Radnor,1,White
3787,2013,234,Radnor,1,Hispanic
1680,2013,234,Radnor,1,White
7340,2013,234,Radnor,0,Hispanic
3724,2013,234,Radnor,1,Black
2128,2013,234,Radnor,1,White
1279,2013,234,Radnor,1,White
6695,2013,234,Radnor,0,White
1429,2013,234,Radnor,1,White
3484,2013,234,Radnor,0,White
6350,2013,234,Radnor,0,White
3151,2013,122,Westlake,0,White
3151,2013,122,Westlake,0,White
971,2013,987,Kentwood,1,White
2605,2013,234,Radnor,1,White
2130,2013,234,Radnor,1,Black
2523,2013,234,Radnor,1,White
2902,2013,234,Radnor,1,White
179,2013,234,Radnor,1,White
3509,2013,234,Radnor,1,White
4576,2013,987,Kentwood,0,White
5680,2013,987,Kentwood,1,White
4069,2013,234,Radnor,0,White
1449,2013,987,Kentwood,1,White
5720,2013,234,Radnor,1,White
847,2013,234,Radnor,1,White
6652,2013,234,Radnor,1,White
4490,2013,234,Radnor,1,White
5865,2013,234,Radnor,1,White
3721,2013,234,Radnor,1,White
1194,2013,234,Radnor,1,White
5078,2013,234,Radnor,1,White
6244,2013,234,Radnor,1,Hispanic
1312,2013,234,Radnor,1,White
3937,2013,234,Radnor,1,White
4789,2013,234,Radnor,1,Black
953,2013,234,Radnor,1,White
2625,2013,234,Radnor,1,White
1679,2013,234,Radnor,0,White
2629,2013,234,Radnor,1,White
2414,2013,234,Radnor,1,White
7123,2013,234,Radnor,0,White
3551,2013,234,Radnor,1,Black
5942,2013,234,Radnor,0,White
4447,2013,234,Radnor,1,White
1661,2013,234,Radnor,1,White
3217,2013,234,Radnor,0,White
5753,2013,234,Radnor,1,White
3645,2013,234,Radnor,1,White
4638,2013,234,Radnor,1,White
6005,2013,122,Westlake,1,White
1511,2013,234,Radnor,1,White
3633,2013,234,Radnor,1,Hispanic
4640,2013,234,Radnor,1,White
6661,2013,234,Radnor,1,Hispanic
6462,2013,234,Radnor,1,White
3152,2013,234,Radnor,1,White
2142,2013,234,Radnor,1,White
2142,2013,234,Radnor,1,White
3532,2013,234,Radnor,0,Black
6820,2013,234,Radnor,0,White
4875,2013,234,Radnor,1,White
5559,2013,234,Radnor,1,White
3133,2013,234,Radnor,1,White
5017,2013,234,Radnor,1,White
2633,2013,234,Radnor,1,Hispanic
4761,2013,234,Radnor,1,White
397,2013,234,Radnor,1,White
5471,2013,234,Radnor,1,White
154,2013,987,Kentwood,1,White
1201,2013,234,Radnor,1,White
1707,2013,234,Radnor,0,White
4246,2013,234,Radnor,1,White
3458,2013,234,Radnor,1,White
1672,2013,234,Radnor,1,White
5382,2013,234,Radnor,1,White
2334,2013,234,Radnor,0,White
4322,2013,234,Radnor,1,White
366,2013,234,Radnor,0,White
2448,2013,234,Radnor,1,White
2448,2013,234,Radnor,1,White
3569,2013,234,Radnor,1,White
854,2013,234,Radnor,1,White
1229,2013,234,Radnor,1,White
1309,2013,234,Radnor,1,White
4698,2013,234,Radnor,1,White
4059,2013,234,Radnor,1,White
1769,2013,234,Radnor,1,White
203,2013,234,Radnor,0,White
3321,2013,234,Radnor,0,White
1753,2013,234,Radnor,0,White
7488,2013,234,Radnor,0,White
4814,2013,234,Radnor,1,White
6192,2013,234,Radnor,1,Black
3360,2013,234,Radnor,1,White
6258,2013,234,Radnor,0,White
3765,2013,234,Radnor,1,White
5066,2013,234,Radnor,1,White
5739,2013,234,Radnor,1,White
7199,2013,234,Radnor,1,Black
3585,2013,234,Radnor,1,White
3037,2013,234,Radnor,0,White
4135,2013,987,Kentwood,1,White
1168,2013,987,Kentwood,1,White
2933,2013,234,Radnor,1,White
4794,2013,234,Radnor,1,White
153,2013,234,Radnor,1,White
1712,2013,234,Radnor,1,White
3764,2013,234,Radnor,1,White
4222,2013,234,Radnor,1,Black
342,2013,234,Radnor,1,White
342,2013,234,Radnor,1,White
3587,2013,234,Radnor,0,White
7009,2013,234,Radnor,0,White
7009,2013,234,Radnor,0,White
5896,2013,234,Radnor,1,White
5626,2013,234,Radnor,1,White
5679,2013,234,Radnor,0,White
1064,2013,234,Radnor,1,White
5803,2013,234,Radnor,1,White
4543,2013,234,Radnor,0,White
7500,2013,234,Radnor,1,White
7282,2013,234,Radnor,1,White
5433,2013,234,Radnor,1,White
4145,2013,234,Radnor,1,White
1195,2013,234,Radnor,1,White
7213,2013,234,Radnor,1,White
6567,2013,234,Radnor,1,White
5614,2013,234,Radnor,1,White
6098,2013,234,Radnor,1,White
966,2013,234,Radnor,1,White
1852,2013,234,Radnor,1,White
4374,2013,234,Radnor,1,White
2695,2013,234,Radnor,1,White
6145,2013,234,Radnor,1,White
3296,2013,234,Radnor,1,White
6457,2013,234,Radnor,1,White
7494,2013,987,Kentwood,1,White
7253,2013,234,Radnor,1,White
5277,2013,234,Radnor,1,White
2815,2013,234,Radnor,1,White
2321,2013,234,Radnor,1,White
5359,2013,234,Radnor,1,White
645,2013,234,Radnor,1,White
4320,2013,234,Radnor,1,White
7438,2013,234,Radnor,1,Black
7438,2013,234,Radnor,1,Black
6084,2013,234,Radnor,1,White
894,2013,122,Westlake,1,White
1790,2013,234,Radnor,1,White
3567,2013,234,Radnor,1,White
5434,2013,234,Radnor,0,White
2465,2013,234,Radnor,1,White
4980,2013,234,Radnor,1,White
961,2013,234,Radnor,1,Hispanic
120,2013,234,Radnor,1,White
1876,2013,234,Radnor,1,White
5037,2013,234,Radnor,0,White
5964,2013,234,Radnor,1,White
5742,2013,234,Radnor,1,White
5706,2013,234,Radnor,1,White
6595,2013,234,Radnor,0,White
3077,2013,234,Radnor,1,White
3306,2013,234,Radnor,0,White
220,2013,234,Radnor,0,White
4570,2013,234,Radnor,1,Black
4188,2013,234,Radnor,1,White
5325,2013,234,Radnor,0,White
6100,2013,234,Radnor,1,White
4988,2013,234,Radnor,1,White
3270,2013,234,Radnor,1,White
4426,2013,234,Radnor,0,White
209,2013,234,Radnor,0,White
1455,2013,234,Radnor,1,White
5474,2013,987,Kentwood,0,White
2794,2013,234,Radnor,1,White
3573,2013,234,Radnor,1,White
6242,2013,234,Radnor,1,White
4242,2013,234,Radnor,0,White
3196,2013,234,Radnor,0,White
5038,2013,234,Radnor,0,White
6114,2013,234,Radnor,1,White
3527,2013,234,Radnor,1,White
1140,2013,122,Westlake,1,White
7027,2013,234,Radnor,1,Black
5256,2013,234,Radnor,1,White
6622,2013,234,Radnor,1,Black
1912,2013,234,Radnor,0,White
5632,2013,234,Radnor,1,White
7263,2013,987,Kentwood,1,White
7414,2013,234,Radnor,1,White
5597,2013,234,Radnor,1,White
6442,2013,234,Radnor,1,White
5733,2013,122,Westlake,1,White
