id,year,districtno,districtname,eval
6426,2015,234,Radnor,4.0
4754,2015,234,Radnor,4.0
2356,2015,234,Radnor,3.0
4408,2015,234,Radnor,3.0
4317,2015,234,Radnor,2.0
7136,2015,234,Radnor,3.0
2141,2015,234,Radnor,5.0
3745,2015,987,Kentwood,4.0
7463,2015,987,Kentwood,5.0
313,2015,987,Kentwood,4.0
4623,2015,234,Radnor,3.0
1703,2015,234,Radnor,5.0
2702,2015,234,Radnor,3.0
3883,2015,234,Radnor,3.0
5672,2015,234,Radnor,5.0
3629,2015,987,Kentwood,5.0
3356,2015,234,Radnor,3.0
1526,2015,234,Radnor,4.0
4512,2015,234,Radnor,4.0
3154,2015,234,Radnor,5.0
6665,2015,234,Radnor,3.0
3525,2015,234,Radnor,4.0
4404,2015,234,Radnor,3.0
2291,2015,234,Radnor,2.0
4079,2015,234,Radnor,4.0
2478,2015,234,Radnor,3.0
2079,2015,234,Radnor,4.0
1381,2015,234,Radnor,3.0
2778,2015,234,Radnor,5.0
1065,2015,234,Radnor,3.0
6087,2015,234,Radnor,5.0
5790,2015,987,Kentwood,
4938,2015,234,Radnor,4.0
5310,2015,234,Radnor,3.0
3047,2015,234,Radnor,4.0
6786,2015,234,Radnor,3.0
4653,2015,234,Radnor,4.0
3396,2015,234,Radnor,3.0
1137,2015,234,Radnor,4.0
2981,2015,234,Radnor,5.0
5737,2015,987,Kentwood,2.0
4110,2015,234,Radnor,3.0
6658,2015,987,Kentwood,4.0
4200,2015,987,Kentwood,3.0
7234,2015,234,Radnor,3.0
4710,2015,234,Radnor,5.0
768,2015,234,Radnor,3.0
2678,2015,234,Radnor,
4243,2015,234,Radnor,2.0
3539,2015,234,Radnor,5.0
4484,2015,234,Radnor,2.0
543,2015,234,Radnor,4.0
857,2015,234,Radnor,5.0
3751,2015,234,Radnor,4.0
1086,2015,234,Radnor,4.0
976,2015,234,Radnor,4.0
4804,2015,234,Radnor,5.0
6933,2015,234,Radnor,4.0
6333,2015,234,Radnor,3.0
2603,2015,234,Radnor,5.0
5426,2015,123,Westlake,3.0
6711,2015,234,Radnor,5.0
4524,2015,234,Radnor,3.0
5652,2015,234,Radnor,3.0
3334,2015,234,Radnor,4.0
1727,2015,234,Radnor,5.0
4712,2015,987,Kentwood,4.0
4115,2015,234,Radnor,2.0
2246,2015,234,Radnor,5.0
1399,2015,234,Radnor,4.0
5505,2015,234,Radnor,2.0
3900,2015,234,Radnor,5.0
7403,2015,234,Radnor,5.0
6341,2015,234,Radnor,4.0
5145,2015,234,Radnor,3.0
118,2015,234,Radnor,5.0
1502,2015,234,Radnor,5.0
7221,2015,234,Radnor,2.0
2476,2015,234,Radnor,4.0
3556,2015,234,Radnor,4.0
3734,2015,234,Radnor,3.0
4417,2015,234,Radnor,5.0
2843,2015,987,Kentwood,3.0
6810,2015,987,Kentwood,1.0
4816,2015,234,Radnor,5.0
1581,2015,234,Radnor,2.0
258,2015,987,Kentwood,4.0
2323,2015,987,Kentwood,3.0
2607,2015,987,Kentwood,3.0
3279,2015,234,Radnor,4.0
5860,2015,234,Radnor,3.0
3074,2015,987,Kentwood,3.0
4950,2015,234,Radnor,5.0
6568,2015,987,Kentwood,3.0
6388,2015,234,Radnor,5.0
5539,2015,234,Radnor,3.0
943,2015,234,Radnor,3.0
7040,2015,234,Radnor,4.0
2837,2015,234,Radnor,2.0
4485,2015,234,Radnor,4.0
6806,2015,234,Radnor,3.0
2412,2015,234,Radnor,3.0
4377,2015,234,Radnor,3.0
2845,2015,234,Radnor,4.0
4137,2015,234,Radnor,4.0
5574,2015,234,Radnor,4.0
2253,2015,987,Kentwood,4.0
3899,2015,234,Radnor,4.0
698,2015,234,Radnor,3.0
2699,2015,234,Radnor,3.0
2731,2015,987,Kentwood,4.0
1241,2015,234,Radnor,3.0
2586,2015,234,Radnor,3.0
1522,2015,234,Radnor,4.0
706,2015,234,Radnor,4.0
6077,2015,234,Radnor,3.0
5184,2015,234,Radnor,3.0
4606,2015,234,Radnor,4.0
4409,2015,987,Kentwood,2.0
3449,2015,234,Radnor,4.0
1624,2015,987,Kentwood,5.0
6951,2015,987,Kentwood,5.0
1179,2015,234,Radnor,4.0
356,2015,234,Radnor,5.0
791,2015,234,Radnor,4.0
323,2015,234,Radnor,3.0
646,2015,234,Radnor,4.0
7301,2015,234,Radnor,4.0
5689,2015,234,Radnor,3.0
3951,2015,234,Radnor,4.0
329,2015,234,Radnor,5.0
530,2015,987,Kentwood,2.0
6679,2015,234,Radnor,3.0
4202,2015,234,Radnor,4.0
1063,2015,234,Radnor,4.0
5429,2015,234,Radnor,4.0
3094,2015,234,Radnor,4.0
7354,2015,234,Radnor,3.0
1105,2015,234,Radnor,4.0
3251,2015,234,Radnor,4.0
7109,2015,234,Radnor,4.0
571,2015,234,Radnor,4.0
6415,2015,234,Radnor,3.0
6130,2015,234,Radnor,5.0
2752,2015,234,Radnor,5.0
3181,2015,234,Radnor,3.0
5686,2015,234,Radnor,4.0
5036,2015,234,Radnor,3.0
5695,2015,234,Radnor,4.0
6628,2015,234,Radnor,5.0
3904,2015,987,Kentwood,4.0
2905,2015,234,Radnor,3.0
1596,2015,234,Radnor,4.0
6670,2015,234,Radnor,4.0
3952,2015,234,Radnor,3.0
7479,2015,234,Radnor,4.0
6138,2015,123,Westlake,3.0
2400,2015,234,Radnor,3.0
4892,2015,234,Radnor,4.0
3465,2015,234,Radnor,3.0
5041,2015,234,Radnor,5.0
3564,2015,234,Radnor,3.0
1175,2015,987,Kentwood,3.0
2362,2015,987,Kentwood,3.0
3333,2015,234,Radnor,3.0
4293,2015,234,Radnor,5.0
1642,2015,234,Radnor,3.0
7201,2015,234,Radnor,
6183,2015,234,Radnor,3.0
5820,2015,234,Radnor,3.0
4700,2015,234,Radnor,5.0
6484,2015,234,Radnor,2.0
1883,2015,123,Westlake,4.0
3140,2015,234,Radnor,5.0
1414,2015,987,Kentwood,5.0
593,2015,987,Kentwood,1.0
1028,2015,234,Radnor,3.0
1719,2015,234,Radnor,3.0
2446,2015,234,Radnor,3.0
6085,2015,234,Radnor,2.0
2474,2015,234,Radnor,5.0
36,2015,234,Radnor,4.0
6007,2015,234,Radnor,3.0
6255,2015,234,Radnor,3.0
4665,2015,234,Radnor,3.0
3719,2015,234,Radnor,2.0
6856,2015,234,Radnor,4.0
1366,2015,234,Radnor,3.0
631,2015,123,Westlake,4.0
7164,2015,234,Radnor,2.0
5571,2015,234,Radnor,2.0
85,2015,234,Radnor,4.0
6920,2015,234,Radnor,4.0
6392,2015,987,Kentwood,2.0
2703,2015,234,Radnor,3.0
5370,2015,234,Radnor,4.0
3072,2015,234,Radnor,1.0
3758,2015,234,Radnor,4.0
2492,2015,987,Kentwood,5.0
5185,2015,234,Radnor,4.0
1176,2015,123,Westlake,3.0
4601,2015,234,Radnor,4.0
6590,2015,234,Radnor,5.0
5956,2015,987,Kentwood,5.0
2205,2015,234,Radnor,4.0
1484,2015,987,Kentwood,1.0
6323,2015,234,Radnor,4.0
2169,2015,234,Radnor,3.0
1510,2015,234,Radnor,5.0
3548,2015,234,Radnor,2.0
3052,2015,234,Radnor,4.0
5973,2015,234,Radnor,3.0
3209,2015,234,Radnor,4.0
2122,2015,234,Radnor,3.0
4755,2015,234,Radnor,5.0
3117,2015,234,Radnor,2.0
3122,2015,987,Kentwood,5.0
6791,2015,234,Radnor,4.0
6518,2015,234,Radnor,3.0
6463,2015,234,Radnor,3.0
611,2015,234,Radnor,3.0
1748,2015,234,Radnor,5.0
4338,2015,234,Radnor,3.0
2510,2015,234,Radnor,4.0
229,2015,234,Radnor,3.0
4189,2015,234,Radnor,4.0
408,2015,234,Radnor,
6733,2015,234,Radnor,5.0
6013,2015,234,Radnor,2.0
2680,2015,234,Radnor,2.0
2763,2015,234,Radnor,3.0
5295,2015,234,Radnor,5.0
3805,2015,234,Radnor,3.0
3611,2015,234,Radnor,2.0
2890,2015,234,Radnor,2.0
2456,2015,234,Radnor,4.0
513,2015,234,Radnor,5.0
2883,2015,234,Radnor,1.0
5983,2015,234,Radnor,3.0
6703,2015,234,Radnor,4.0
2628,2015,234,Radnor,4.0
1463,2015,234,Radnor,3.0
3701,2015,234,Radnor,4.0
1860,2015,234,Radnor,4.0
663,2015,234,Radnor,4.0
5317,2015,234,Radnor,4.0
1726,2015,234,Radnor,5.0
2445,2015,234,Radnor,3.0
7331,2015,234,Radnor,3.0
3179,2015,234,Radnor,4.0
5101,2015,234,Radnor,4.0
821,2015,234,Radnor,5.0
1351,2015,234,Radnor,4.0
3774,2015,987,Kentwood,2.0
916,2015,234,Radnor,4.0
2882,2015,234,Radnor,3.0
732,2015,234,Radnor,4.0
3770,2015,234,Radnor,4.0
1150,2015,234,Radnor,2.0
246,2015,234,Radnor,4.0
6232,2015,123,Westlake,4.0
6053,2015,234,Radnor,5.0
3948,2015,987,Kentwood,5.0
3502,2015,234,Radnor,3.0
1585,2015,234,Radnor,3.0
3925,2015,234,Radnor,3.0
6260,2015,234,Radnor,2.0
6566,2015,234,Radnor,3.0
4062,2015,234,Radnor,4.0
5772,2015,234,Radnor,3.0
4436,2015,234,Radnor,4.0
1680,2015,234,Radnor,4.0
7340,2015,234,Radnor,3.0
1368,2015,234,Radnor,3.0
3724,2015,234,Radnor,4.0
155,2015,234,Radnor,2.0
2128,2015,234,Radnor,2.0
4033,2015,234,Radnor,3.0
479,2015,234,Radnor,4.0
3821,2015,234,Radnor,3.0
6695,2015,234,Radnor,4.0
3714,2015,234,Radnor,5.0
3484,2015,234,Radnor,3.0
6350,2015,234,Radnor,5.0
2866,2015,234,Radnor,5.0
3151,2015,123,Westlake,4.0
971,2015,987,Kentwood,4.0
2605,2015,234,Radnor,3.0
2130,2015,234,Radnor,3.0
2523,2015,234,Radnor,4.0
2902,2015,234,Radnor,4.0
3509,2015,234,Radnor,5.0
688,2015,234,Radnor,4.0
5680,2015,987,Kentwood,4.0
4069,2015,234,Radnor,2.0
1449,2015,987,Kentwood,2.0
5720,2015,234,Radnor,4.0
6652,2015,234,Radnor,4.0
4490,2015,234,Radnor,2.0
5865,2015,234,Radnor,3.0
3721,2015,234,Radnor,3.0
1194,2015,234,Radnor,5.0
5078,2015,234,Radnor,5.0
6244,2015,234,Radnor,3.0
1312,2015,234,Radnor,4.0
3937,2015,234,Radnor,4.0
4789,2015,234,Radnor,4.0
953,2015,234,Radnor,5.0
2625,2015,234,Radnor,2.0
1679,2015,234,Radnor,2.0
2629,2015,234,Radnor,4.0
2414,2015,234,Radnor,4.0
7123,2015,234,Radnor,4.0
322,2015,234,Radnor,
3551,2015,234,Radnor,5.0
5942,2015,234,Radnor,4.0
4447,2015,234,Radnor,4.0
3217,2015,234,Radnor,4.0
5753,2015,234,Radnor,3.0
3645,2015,234,Radnor,3.0
4638,2015,234,Radnor,3.0
2156,2015,234,Radnor,4.0
7211,2015,234,Radnor,5.0
6005,2015,123,Westlake,4.0
1511,2015,234,Radnor,3.0
3633,2015,234,Radnor,3.0
6661,2015,234,Radnor,5.0
6462,2015,234,Radnor,4.0
3152,2015,234,Radnor,5.0
2142,2015,234,Radnor,4.0
3532,2015,234,Radnor,3.0
6820,2015,234,Radnor,1.0
5559,2015,234,Radnor,3.0
3133,2015,234,Radnor,3.0
5017,2015,234,Radnor,4.0
2633,2015,234,Radnor,4.0
4761,2015,234,Radnor,2.0
5471,2015,234,Radnor,4.0
154,2015,987,Kentwood,5.0
1201,2015,234,Radnor,4.0
1707,2015,234,Radnor,2.0
4246,2015,234,Radnor,3.0
3458,2015,234,Radnor,2.0
5009,2015,234,Radnor,4.0
5382,2015,234,Radnor,4.0
2334,2015,234,Radnor,2.0
3753,2015,234,Radnor,3.0
4322,2015,234,Radnor,4.0
366,2015,234,Radnor,3.0
2448,2015,234,Radnor,3.0
3569,2015,234,Radnor,3.0
854,2015,234,Radnor,3.0
1229,2015,234,Radnor,3.0
3008,2015,234,Radnor,4.0
1309,2015,234,Radnor,4.0
4059,2015,234,Radnor,4.0
1769,2015,234,Radnor,2.0
203,2015,234,Radnor,2.0
3321,2015,234,Radnor,3.0
1753,2015,234,Radnor,4.0
4814,2015,234,Radnor,3.0
3360,2015,234,Radnor,4.0
32,2015,234,Radnor,4.0
5707,2015,234,Radnor,3.0
3765,2015,234,Radnor,4.0
5066,2015,234,Radnor,2.0
7199,2015,234,Radnor,4.0
3585,2015,234,Radnor,3.0
3037,2015,234,Radnor,3.0
4135,2015,987,Kentwood,5.0
1168,2015,987,Kentwood,3.0
2933,2015,234,Radnor,3.0
4794,2015,234,Radnor,4.0
153,2015,234,Radnor,4.0
1712,2015,234,Radnor,4.0
3764,2015,234,Radnor,3.0
4222,2015,234,Radnor,3.0
7009,2015,234,Radnor,5.0
5896,2015,234,Radnor,5.0
5626,2015,234,Radnor,5.0
5679,2015,234,Radnor,2.0
5803,2015,234,Radnor,2.0
4543,2015,234,Radnor,5.0
3129,2015,234,Radnor,
7500,2015,234,Radnor,4.0
7282,2015,234,Radnor,4.0
5433,2015,234,Radnor,4.0
4145,2015,234,Radnor,4.0
1195,2015,234,Radnor,3.0
7213,2015,234,Radnor,3.0
6567,2015,234,Radnor,3.0
5614,2015,234,Radnor,4.0
1232,2015,234,Radnor,3.0
966,2015,234,Radnor,4.0
865,2015,234,Radnor,4.0
1852,2015,234,Radnor,3.0
332,2015,234,Radnor,3.0
4374,2015,234,Radnor,2.0
2695,2015,234,Radnor,4.0
3296,2015,234,Radnor,3.0
6457,2015,234,Radnor,4.0
7494,2015,987,Kentwood,4.0
5277,2015,234,Radnor,3.0
2815,2015,234,Radnor,5.0
2321,2015,234,Radnor,3.0
2321,2015,234,Radnor,2.0
5359,2015,234,Radnor,4.0
645,2015,234,Radnor,5.0
7405,2015,987,Kentwood,4.0
4320,2015,234,Radnor,4.0
894,2015,123,Westlake,4.0
1790,2015,234,Radnor,5.0
3567,2015,234,Radnor,4.0
5434,2015,234,Radnor,3.0
2465,2015,234,Radnor,4.0
4980,2015,234,Radnor,4.0
961,2015,234,Radnor,3.0
120,2015,234,Radnor,5.0
5037,2015,234,Radnor,4.0
5964,2015,234,Radnor,4.0
5742,2015,234,Radnor,4.0
6595,2015,234,Radnor,3.0
3077,2015,234,Radnor,4.0
220,2015,234,Radnor,4.0
4570,2015,234,Radnor,3.0
4188,2015,234,Radnor,3.0
4188,2015,234,Radnor,2.0
5325,2015,234,Radnor,3.0
6100,2015,234,Radnor,2.0
3270,2015,234,Radnor,4.0
209,2015,234,Radnor,3.0
1440,2015,234,Radnor,3.0
2794,2015,234,Radnor,5.0
3573,2015,234,Radnor,3.0
6242,2015,234,Radnor,2.0
4242,2015,234,Radnor,2.0
5038,2015,234,Radnor,3.0
5038,2015,234,Radnor,2.0
6114,2015,234,Radnor,5.0
1140,2015,123,Westlake,3.0
7027,2015,234,Radnor,4.0
1912,2015,234,Radnor,4.0
5632,2015,234,Radnor,2.0
7263,2015,987,Kentwood,5.0
7414,2015,234,Radnor,4.0
5597,2015,234,Radnor,4.0
6442,2015,234,Radnor,4.0
3639,2015,234,Radnor,3.0
5733,2015,123,Westlake,3.0
4725,2015,234,Radnor,4.0
2667,2015,234,Radnor,4.0
4796,2015,234,Radnor,4.0
2811,2015,234,Radnor,4.0
1721,2015,234,Radnor,4.0
1210,2015,234,Radnor,2.0
6198,2015,234,Radnor,4.0
2770,2015,234,Radnor,5.0
1880,2015,234,Radnor,4.0
7086,2015,234,Radnor,4.0
6782,2015,234,Radnor,4.0
433,2015,234,Radnor,4.0
981,2015,234,Radnor,
6788,2015,234,Radnor,4.0
5279,2015,234,Radnor,5.0
6884,2015,234,Radnor,2.0
4028,2015,234,Radnor,4.0
6511,2015,234,Radnor,4.0
4275,2015,234,Radnor,5.0
1713,2015,234,Radnor,3.0
2162,2015,234,Radnor,3.0
237,2015,234,Radnor,5.0
1543,2015,234,Radnor,5.0
2220,2015,987,Kentwood,2.0
6714,2015,234,Radnor,4.0
5970,2015,234,Radnor,5.0
1593,2015,234,Radnor,5.0
1614,2015,987,Kentwood,4.0
2034,2015,234,Radnor,3.0
2225,2015,234,Radnor,4.0
3806,2015,234,Radnor,4.0
2528,2015,234,Radnor,3.0
4461,2015,234,Radnor,4.0
1409,2015,234,Radnor,5.0
1051,2015,123,Westlake,4.0
1859,2015,987,Kentwood,5.0
7288,2015,234,Radnor,4.0
3273,2015,234,Radnor,3.0
4051,2015,234,Radnor,4.0
3233,2015,234,Radnor,2.0
3886,2015,234,Radnor,3.0
1976,2015,234,Radnor,4.0
5080,2015,234,Radnor,3.0
6501,2015,234,Radnor,5.0
3308,2015,234,Radnor,4.0
991,2015,234,Radnor,4.0
1910,2015,234,Radnor,4.0
7347,2015,234,Radnor,3.0
2870,2015,234,Radnor,4.0
4174,2015,234,Radnor,3.0
6421,2015,123,Westlake,5.0
3743,2015,234,Radnor,3.0
2611,2015,234,Radnor,4.0
6036,2015,234,Radnor,3.0
5996,2015,234,Radnor,3.0
5563,2015,234,Radnor,4.0
4153,2015,234,Radnor,5.0
6748,2015,234,Radnor,5.0
7499,2015,234,Radnor,5.0
3735,2015,234,Radnor,4.0
6603,2015,234,Radnor,5.0
3091,2015,234,Radnor,4.0
4687,2015,234,Radnor,5.0
6107,2015,234,Radnor,2.0
5486,2015,123,Westlake,5.0
6278,2015,234,Radnor,4.0
7128,2015,234,Radnor,3.0
4082,2015,234,Radnor,3.0
6472,2015,234,Radnor,3.0
5353,2015,234,Radnor,5.0
2384,2015,234,Radnor,3.0
6532,2015,234,Radnor,4.0
6543,2015,234,Radnor,4.0
384,2015,234,Radnor,4.0
5814,2015,234,Radnor,5.0
2387,2015,234,Radnor,5.0
5027,2015,234,Radnor,5.0
1569,2015,234,Radnor,3.0
5925,2015,123,Westlake,4.0
6068,2015,234,Radnor,5.0
7028,2015,234,Radnor,4.0
2635,2015,234,Radnor,1.0
1070,2015,987,Kentwood,4.0
3850,2015,234,Radnor,5.0
2437,2015,234,Radnor,2.0
4249,2015,234,Radnor,5.0
6835,2015,234,Radnor,4.0
1916,2015,234,Radnor,5.0
5391,2015,234,Radnor,
560,2015,234,Radnor,5.0
7372,2015,234,Radnor,2.0
1546,2015,234,Radnor,3.0
788,2015,234,Radnor,4.0
5283,2015,234,Radnor,3.0
3614,2015,234,Radnor,5.0
249,2015,234,Radnor,3.0
3693,2015,234,Radnor,3.0
7385,2015,234,Radnor,4.0
4296,2015,234,Radnor,3.0
1835,2015,234,Radnor,5.0
3711,2015,234,Radnor,5.0
7224,2015,987,Kentwood,5.0
2191,2015,234,Radnor,4.0
5761,2015,234,Radnor,3.0
7266,2015,234,Radnor,2.0
7430,2015,234,Radnor,4.0
6015,2015,234,Radnor,3.0
5397,2015,987,Kentwood,4.0
6275,2015,234,Radnor,1.0
3313,2015,234,Radnor,3.0
1425,2015,234,Radnor,3.0
5981,2015,234,Radnor,4.0
1878,2015,234,Radnor,3.0
6429,2015,234,Radnor,4.0
3685,2015,234,Radnor,4.0
2233,2015,987,Kentwood,
6348,2015,123,Westlake,3.0
7381,2015,234,Radnor,4.0
392,2015,234,Radnor,3.0
1561,2015,234,Radnor,4.0
3859,2015,987,Kentwood,5.0
4825,2015,234,Radnor,4.0
5346,2015,234,Radnor,3.0
4386,2015,234,Radnor,2.0
3995,2015,234,Radnor,4.0
3007,2015,234,Radnor,3.0
1104,2015,987,Kentwood,4.0
7314,2015,234,Radnor,3.0
6,2015,234,Radnor,3.0
2552,2015,234,Radnor,4.0
7076,2015,234,Radnor,4.0
6626,2015,234,Radnor,4.0
5112,2015,234,Radnor,4.0
3596,2015,234,Radnor,4.0
6389,2015,234,Radnor,3.0
161,2015,234,Radnor,5.0
7033,2015,987,Kentwood,3.0
6483,2015,234,Radnor,3.0
6552,2015,234,Radnor,5.0
4708,2015,234,Radnor,3.0
3836,2015,234,Radnor,4.0
1275,2015,234,Radnor,3.0
1275,2015,234,Radnor,2.0
1490,2015,234,Radnor,4.0
4410,2015,234,Radnor,3.0
6476,2015,234,Radnor,1.0
2698,2015,234,Radnor,4.0
6056,2015,234,Radnor,3.0
5329,2015,234,Radnor,4.0
5764,2015,234,Radnor,3.0
5816,2015,234,Radnor,4.0
316,2015,234,Radnor,3.0
3775,2015,123,Westlake,5.0
6393,2015,234,Radnor,4.0
6545,2015,987,Kentwood,3.0
928,2015,234,Radnor,5.0
740,2015,234,Radnor,4.0
3157,2015,234,Radnor,5.0
6083,2015,234,Radnor,3.0
5440,2015,234,Radnor,4.0
1929,2015,987,Kentwood,4.0
3345,2015,234,Radnor,4.0
5905,2015,234,Radnor,4.0
4799,2015,234,Radnor,5.0
6062,2015,234,Radnor,4.0
3271,2015,234,Radnor,2.0
3915,2015,234,Radnor,5.0
188,2015,987,Kentwood,4.0
3372,2015,987,Kentwood,3.0
7423,2015,234,Radnor,3.0
4177,2015,234,Radnor,4.0
2388,2015,234,Radnor,3.0
374,2015,234,Radnor,4.0
4873,2015,234,Radnor,3.0
2045,2015,234,Radnor,3.0
4141,2015,234,Radnor,2.0
6268,2015,234,Radnor,3.0
2374,2015,234,Radnor,3.0
6698,2015,234,Radnor,3.0
2627,2015,987,Kentwood,5.0
7383,2015,234,Radnor,
3002,2015,234,Radnor,4.0
5793,2015,234,Radnor,3.0
650,2015,234,Radnor,4.0
6452,2015,234,Radnor,4.0
7408,2015,234,Radnor,3.0
993,2015,234,Radnor,3.0
4818,2015,234,Radnor,
7503,2015,234,Radnor,4.0
5081,2015,234,Radnor,3.0
3355,2015,234,Radnor,5.0
2459,2015,234,Radnor,3.0
1666,2015,234,Radnor,3.0
5335,2015,234,Radnor,3.0
3754,2015,123,Westlake,5.0
1771,2015,234,Radnor,4.0
846,2015,234,Radnor,2.0
2422,2015,234,Radnor,4.0
3759,2015,234,Radnor,3.0
483,2015,234,Radnor,2.0
4003,2015,234,Radnor,4.0
252,2015,234,Radnor,3.0
1293,2015,234,Radnor,3.0
6039,2015,234,Radnor,3.0
4300,2015,234,Radnor,4.0
5164,2015,234,Radnor,2.0
2842,2015,234,Radnor,2.0
536,2015,234,Radnor,4.0
5324,2015,234,Radnor,4.0
1871,2015,234,Radnor,3.0
786,2015,987,Kentwood,3.0
3733,2015,234,Radnor,5.0
2712,2015,987,Kentwood,4.0
6631,2015,234,Radnor,4.0
5046,2015,234,Radnor,3.0
1629,2015,234,Radnor,3.0
6069,2015,987,Kentwood,2.0
1198,2015,234,Radnor,5.0
4594,2015,234,Radnor,3.0
5099,2015,234,Radnor,4.0
1870,2015,234,Radnor,5.0
4155,2015,234,Radnor,5.0
4223,2015,234,Radnor,4.0
1662,2015,987,Kentwood,5.0
3469,2015,234,Radnor,5.0
6020,2015,234,Radnor,5.0
2108,2015,234,Radnor,4.0
1167,2015,987,Kentwood,4.0
1304,2015,234,Radnor,5.0
1523,2015,234,Radnor,5.0
3520,2015,234,Radnor,4.0
1567,2015,234,Radnor,1.0
4036,2015,987,Kentwood,
4414,2015,234,Radnor,2.0
2047,2015,987,Kentwood,3.0
3426,2015,234,Radnor,2.0
1013,2015,234,Radnor,4.0
6206,2015,234,Radnor,
1123,2015,234,Radnor,2.0
3388,2015,987,Kentwood,3.0
3317,2015,234,Radnor,3.0
7274,2015,987,Kentwood,4.0
7364,2015,234,Radnor,4.0
761,2015,234,Radnor,2.0
7367,2015,234,Radnor,5.0
6470,2015,234,Radnor,5.0
5055,2015,234,Radnor,5.0
7152,2015,234,Radnor,3.0
6210,2015,234,Radnor,
7052,2015,234,Radnor,3.0
7444,2015,234,Radnor,1.0
